Input,Output
"Applicant earns $112584 annually, has a credit score of 841, no outstanding loan, 0 missed payments in the last year, employment status: Freelancer, Rents apartment, and 1 recent credit inquiries.",Approved
"Applicant earns $147388 annually, has a credit score of 745, outstanding loans totaling $7888, 4 missed payments in the last year, employment status: Self-employed, Owns home, and 4 recent credit inquiries.",Rejected
"Applicant earns $99539 annually, has a credit score of 777, no outstanding loan, 2 missed payments in the last year, employment status: Employed, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $58925 annually, has a credit score of 526, no outstanding loan, 1 missed payments in the last year, employment status: Self-employed, Rents apartment, and 1 recent credit inquiries.",Rejected
"Applicant earns $80884 annually, has a credit score of 544, outstanding loans totaling $23815, 5 missed payments in the last year, employment status: Freelancer, Living with roommates, and 1 recent credit inquiries.",Rejected
"Applicant earns $144051 annually, has a credit score of 825, outstanding loans totaling $37753, 0 missed payments in the last year, employment status: Freelancer, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $56665 annually, has a credit score of 792, no outstanding loan, 0 missed payments in the last year, employment status: Freelancer, Living with roommates, and 0 recent credit inquiries.",Approved
"Applicant earns $72228 annually, has a credit score of 845, outstanding loans totaling $13523, 2 missed payments in the last year, employment status: Freelancer, Living with roommates, and 0 recent credit inquiries.",Approved
"Applicant earns $30439 annually, has a credit score of 730, no outstanding loan, 4 missed payments in the last year, employment status: Unemployed, Rents apartment, and 1 recent credit inquiries.",Rejected
"Applicant earns $139834 annually, has a credit score of 618, outstanding loans totaling $63190, 10 missed payments in the last year, employment status: Recently changed jobs, Rents apartment, and 0 recent credit inquiries.",Rejected
"Applicant earns $81788 annually, has a credit score of 772, no outstanding loan, 1 missed payments in the last year, employment status: Employed, Living with family, and 2 recent credit inquiries.",Approved
"Applicant earns $73794 annually, has a credit score of 551, outstanding loans totaling $21895, 8 missed payments in the last year, employment status: Employed, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $133460 annually, has a credit score of 794, outstanding loans totaling $66004, 0 missed payments in the last year, employment status: Self-employed, Rents apartment, and 2 recent credit inquiries.",Approved
"Applicant earns $124226 annually, has a credit score of 797, no outstanding loan, 2 missed payments in the last year, employment status: Employed, Owns home, and 2 recent credit inquiries.",Approved
"Applicant earns $51771 annually, has a credit score of 788, no outstanding loan, 1 missed payments in the last year, employment status: Employed, Rents apartment, and 2 recent credit inquiries.",Approved
"Applicant earns $119891 annually, has a credit score of 739, no outstanding loan, 0 missed payments in the last year, employment status: Self-employed, Rents apartment, and 2 recent credit inquiries.",Approved
"Applicant earns $88387 annually, has a credit score of 633, no outstanding loan, 6 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $124603 annually, has a credit score of 767, no outstanding loan, 2 missed payments in the last year, employment status: Freelancer, Rents apartment, and 0 recent credit inquiries.",Approved
"Applicant earns $77733 annually, has a credit score of 816, no outstanding loan, 0 missed payments in the last year, employment status: Freelancer, Living with family, and 2 recent credit inquiries.",Approved
"Applicant earns $131353 annually, has a credit score of 817, outstanding loans totaling $22873, 2 missed payments in the last year, employment status: Freelancer, Owns home, and 2 recent credit inquiries.",Approved
"Applicant earns $30271 annually, has a credit score of 516, outstanding loans totaling $16375, 0 missed payments in the last year, employment status: Employed, Rents apartment, and 1 recent credit inquiries.",Rejected
"Applicant earns $129518 annually, has a credit score of 745, no outstanding loan, 2 missed payments in the last year, employment status: Freelancer, Rents apartment, and 2 recent credit inquiries.",Approved
"Applicant earns $131756 annually, has a credit score of 532, outstanding loans totaling $34935, 1 missed payments in the last year, employment status: Unemployed, Living with roommates, and 5 recent credit inquiries.",Rejected
"Applicant earns $114837 annually, has a credit score of 538, no outstanding loan, 3 missed payments in the last year, employment status: Recently changed jobs, Living with family, and 5 recent credit inquiries.",Rejected
"Applicant earns $31171 annually, has a credit score of 821, outstanding loans totaling $63704, 5 missed payments in the last year, employment status: Freelancer, Owns home, and 4 recent credit inquiries.",Rejected
"Applicant earns $60699 annually, has a credit score of 767, outstanding loans totaling $15893, 2 missed payments in the last year, employment status: Freelancer, Living with roommates, and 1 recent credit inquiries.",Approved
"Applicant earns $124663 annually, has a credit score of 665, no outstanding loan, 9 missed payments in the last year, employment status: Freelancer, Owns home, and 5 recent credit inquiries.",Rejected
"Applicant earns $137480 annually, has a credit score of 792, no outstanding loan, 2 missed payments in the last year, employment status: Employed, Living with roommates, and 2 recent credit inquiries.",Approved
"Applicant earns $67261 annually, has a credit score of 547, no outstanding loan, 8 missed payments in the last year, employment status: Self-employed, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $138451 annually, has a credit score of 502, no outstanding loan, 9 missed payments in the last year, employment status: Freelancer, Living with family, and 1 recent credit inquiries.",Rejected
"Applicant earns $79369 annually, has a credit score of 796, no outstanding loan, 3 missed payments in the last year, employment status: Employed, Living with roommates, and 4 recent credit inquiries.",Rejected
"Applicant earns $87545 annually, has a credit score of 834, outstanding loans totaling $7644, 2 missed payments in the last year, employment status: Employed, Living with family, and 2 recent credit inquiries.",Approved
"Applicant earns $149443 annually, has a credit score of 791, outstanding loans totaling $10929, 10 missed payments in the last year, employment status: Employed, Rents apartment, and 0 recent credit inquiries.",Rejected
"Applicant earns $108648 annually, has a credit score of 506, no outstanding loan, 6 missed payments in the last year, employment status: Unemployed, Rents apartment, and 0 recent credit inquiries.",Rejected
"Applicant earns $126095 annually, has a credit score of 574, no outstanding loan, 9 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 2 recent credit inquiries.",Rejected
"Applicant earns $48342 annually, has a credit score of 820, no outstanding loan, 2 missed payments in the last year, employment status: Freelancer, Living with family, and 2 recent credit inquiries.",Approved
"Applicant earns $102549 annually, has a credit score of 787, no outstanding loan, 0 missed payments in the last year, employment status: Employed, Living with family, and 5 recent credit inquiries.",Rejected
"Applicant earns $78277 annually, has a credit score of 749, outstanding loans totaling $40062, 1 missed payments in the last year, employment status: Self-employed, Rents apartment, and 1 recent credit inquiries.",Approved
"Applicant earns $110263 annually, has a credit score of 743, outstanding loans totaling $56022, 1 missed payments in the last year, employment status: Freelancer, Living with family, and 2 recent credit inquiries.",Approved
"Applicant earns $30375 annually, has a credit score of 596, outstanding loans totaling $39959, 8 missed payments in the last year, employment status: Unemployed, Living with family, and 3 recent credit inquiries.",Rejected
"Applicant earns $75404 annually, has a credit score of 847, outstanding loans totaling $11008, 2 missed payments in the last year, employment status: Freelancer, Rents apartment, and 2 recent credit inquiries.",Approved
"Applicant earns $103389 annually, has a credit score of 806, no outstanding loan, 2 missed payments in the last year, employment status: Freelancer, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $85800 annually, has a credit score of 834, outstanding loans totaling $46050, 1 missed payments in the last year, employment status: Freelancer, Owns home, and 2 recent credit inquiries.",Approved
"Applicant earns $120039 annually, has a credit score of 805, outstanding loans totaling $7646, 2 missed payments in the last year, employment status: Freelancer, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $40578 annually, has a credit score of 564, no outstanding loan, 9 missed payments in the last year, employment status: Self-employed, Rents apartment, and 0 recent credit inquiries.",Rejected
"Applicant earns $50556 annually, has a credit score of 729, outstanding loans totaling $24352, 0 missed payments in the last year, employment status: Employed, Rents apartment, and 1 recent credit inquiries.",Approved
"Applicant earns $130721 annually, has a credit score of 729, no outstanding loan, 0 missed payments in the last year, employment status: Freelancer, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $116087 annually, has a credit score of 705, outstanding loans totaling $16125, 0 missed payments in the last year, employment status: Self-employed, Owns home, and 2 recent credit inquiries.",Approved
"Applicant earns $86197 annually, has a credit score of 786, no outstanding loan, 2 missed payments in the last year, employment status: Freelancer, Owns home, and 1 recent credit inquiries.",Approved
"Applicant earns $133091 annually, has a credit score of 786, no outstanding loan, 2 missed payments in the last year, employment status: Employed, Rents apartment, and 2 recent credit inquiries.",Approved
"Applicant earns $32546 annually, has a credit score of 744, outstanding loans totaling $16361, 0 missed payments in the last year, employment status: Employed, Rents apartment, and 2 recent credit inquiries.",Approved
"Applicant earns $141084 annually, has a credit score of 839, no outstanding loan, 0 missed payments in the last year, employment status: Self-employed, Living with roommates, and 2 recent credit inquiries.",Approved
"Applicant earns $94980 annually, has a credit score of 505, outstanding loans totaling $60965, 0 missed payments in the last year, employment status: Recently changed jobs, Rents apartment, and 1 recent credit inquiries.",Rejected
"Applicant earns $94585 annually, has a credit score of 739, no outstanding loan, 2 missed payments in the last year, employment status: Freelancer, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $117655 annually, has a credit score of 752, no outstanding loan, 2 missed payments in the last year, employment status: Employed, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $75473 annually, has a credit score of 707, no outstanding loan, 0 missed payments in the last year, employment status: Self-employed, Living with roommates, and 1 recent credit inquiries.",Approved
"Applicant earns $101114 annually, has a credit score of 567, outstanding loans totaling $31829, 5 missed payments in the last year, employment status: Unemployed, Rents apartment, and 5 recent credit inquiries.",Rejected
"Applicant earns $99479 annually, has a credit score of 781, no outstanding loan, 0 missed payments in the last year, employment status: Self-employed, Living with roommates, and 5 recent credit inquiries.",Rejected
"Applicant earns $91031 annually, has a credit score of 849, outstanding loans totaling $24779, 0 missed payments in the last year, employment status: Freelancer, Rents apartment, and 1 recent credit inquiries.",Approved
"Applicant earns $124244 annually, has a credit score of 820, no outstanding loan, 3 missed payments in the last year, employment status: Employed, Owns home, and 4 recent credit inquiries.",Rejected
"Applicant earns $130757 annually, has a credit score of 701, outstanding loans totaling $62220, 9 missed payments in the last year, employment status: Unemployed, Rents apartment, and 5 recent credit inquiries.",Rejected
"Applicant earns $93892 annually, has a credit score of 773, no outstanding loan, 2 missed payments in the last year, employment status: Freelancer, Living with roommates, and 0 recent credit inquiries.",Approved
"Applicant earns $69165 annually, has a credit score of 786, no outstanding loan, 4 missed payments in the last year, employment status: Employed, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $82735 annually, has a credit score of 747, no outstanding loan, 2 missed payments in the last year, employment status: Self-employed, Living with roommates, and 1 recent credit inquiries.",Approved
"Applicant earns $72651 annually, has a credit score of 785, no outstanding loan, 2 missed payments in the last year, employment status: Freelancer, Owns home, and 1 recent credit inquiries.",Approved
"Applicant earns $70604 annually, has a credit score of 833, no outstanding loan, 6 missed payments in the last year, employment status: Recently changed jobs, Rents apartment, and 4 recent credit inquiries.",Rejected
"Applicant earns $55201 annually, has a credit score of 685, outstanding loans totaling $65796, 0 missed payments in the last year, employment status: Recently changed jobs, Living with family, and 1 recent credit inquiries.",Rejected
"Applicant earns $127361 annually, has a credit score of 849, outstanding loans totaling $31950, 5 missed payments in the last year, employment status: Unemployed, Owns home, and 1 recent credit inquiries.",Rejected
"Applicant earns $47516 annually, has a credit score of 695, no outstanding loan, 4 missed payments in the last year, employment status: Self-employed, Living with roommates, and 4 recent credit inquiries.",Rejected
"Applicant earns $103538 annually, has a credit score of 813, outstanding loans totaling $50022, 1 missed payments in the last year, employment status: Self-employed, Living with family, and 1 recent credit inquiries.",Approved
"Applicant earns $110823 annually, has a credit score of 709, outstanding loans totaling $49876, 4 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 5 recent credit inquiries.",Rejected
"Applicant earns $35348 annually, has a credit score of 849, no outstanding loan, 0 missed payments in the last year, employment status: Employed, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $98747 annually, has a credit score of 710, outstanding loans totaling $14898, 0 missed payments in the last year, employment status: Employed, Rents apartment, and 1 recent credit inquiries.",Approved
"Applicant earns $127749 annually, has a credit score of 734, outstanding loans totaling $35153, 1 missed payments in the last year, employment status: Freelancer, Owns home, and 1 recent credit inquiries.",Approved
"Applicant earns $91806 annually, has a credit score of 570, outstanding loans totaling $58169, 10 missed payments in the last year, employment status: Recently changed jobs, Living with family, and 5 recent credit inquiries.",Rejected
"Applicant earns $104949 annually, has a credit score of 811, no outstanding loan, 2 missed payments in the last year, employment status: Self-employed, Living with family, and 1 recent credit inquiries.",Approved
"Applicant earns $69619 annually, has a credit score of 823, no outstanding loan, 2 missed payments in the last year, employment status: Freelancer, Owns home, and 1 recent credit inquiries.",Approved
"Applicant earns $136753 annually, has a credit score of 771, no outstanding loan, 1 missed payments in the last year, employment status: Self-employed, Rents apartment, and 1 recent credit inquiries.",Approved
"Applicant earns $73888 annually, has a credit score of 717, no outstanding loan, 1 missed payments in the last year, employment status: Self-employed, Living with roommates, and 1 recent credit inquiries.",Approved
"Applicant earns $127766 annually, has a credit score of 735, no outstanding loan, 1 missed payments in the last year, employment status: Self-employed, Owns home, and 1 recent credit inquiries.",Approved
"Applicant earns $119315 annually, has a credit score of 799, outstanding loans totaling $54001, 0 missed payments in the last year, employment status: Self-employed, Owns home, and 1 recent credit inquiries.",Approved
"Applicant earns $102180 annually, has a credit score of 742, no outstanding loan, 2 missed payments in the last year, employment status: Employed, Rents apartment, and 0 recent credit inquiries.",Approved
"Applicant earns $30959 annually, has a credit score of 785, no outstanding loan, 1 missed payments in the last year, employment status: Employed, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $43831 annually, has a credit score of 648, no outstanding loan, 6 missed payments in the last year, employment status: Employed, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $34094 annually, has a credit score of 712, no outstanding loan, 3 missed payments in the last year, employment status: Freelancer, Owns home, and 5 recent credit inquiries.",Rejected
"Applicant earns $125035 annually, has a credit score of 697, outstanding loans totaling $56487, 0 missed payments in the last year, employment status: Freelancer, Living with family, and 5 recent credit inquiries.",Rejected
"Applicant earns $139730 annually, has a credit score of 794, no outstanding loan, 2 missed payments in the last year, employment status: Self-employed, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $38352 annually, has a credit score of 788, outstanding loans totaling $26323, 8 missed payments in the last year, employment status: Self-employed, Rents apartment, and 2 recent credit inquiries.",Rejected
"Applicant earns $147280 annually, has a credit score of 728, no outstanding loan, 0 missed payments in the last year, employment status: Freelancer, Rents apartment, and 1 recent credit inquiries.",Approved
"Applicant earns $125746 annually, has a credit score of 752, no outstanding loan, 7 missed payments in the last year, employment status: Freelancer, Living with family, and 5 recent credit inquiries.",Rejected
"Applicant earns $127625 annually, has a credit score of 711, no outstanding loan, 0 missed payments in the last year, employment status: Freelancer, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $125130 annually, has a credit score of 712, no outstanding loan, 0 missed payments in the last year, employment status: Self-employed, Living with roommates, and 1 recent credit inquiries.",Approved
"Applicant earns $141161 annually, has a credit score of 741, outstanding loans totaling $58345, 2 missed payments in the last year, employment status: Self-employed, Living with family, and 2 recent credit inquiries.",Approved
"Applicant earns $40399 annually, has a credit score of 512, no outstanding loan, 3 missed payments in the last year, employment status: Recently changed jobs, Living with family, and 3 recent credit inquiries.",Rejected
"Applicant earns $144335 annually, has a credit score of 723, outstanding loans totaling $10204, 1 missed payments in the last year, employment status: Employed, Rents apartment, and 0 recent credit inquiries.",Approved
"Applicant earns $34745 annually, has a credit score of 802, outstanding loans totaling $35344, 10 missed payments in the last year, employment status: Self-employed, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $137354 annually, has a credit score of 797, no outstanding loan, 1 missed payments in the last year, employment status: Employed, Rents apartment, and 0 recent credit inquiries.",Approved
"Applicant earns $115667 annually, has a credit score of 794, outstanding loans totaling $54552, 2 missed payments in the last year, employment status: Employed, Owns home, and 2 recent credit inquiries.",Approved
"Applicant earns $115914 annually, has a credit score of 742, no outstanding loan, 0 missed payments in the last year, employment status: Self-employed, Rents apartment, and 2 recent credit inquiries.",Approved
"Applicant earns $53891 annually, has a credit score of 767, outstanding loans totaling $18760, 2 missed payments in the last year, employment status: Self-employed, Owns home, and 2 recent credit inquiries.",Approved
"Applicant earns $54439 annually, has a credit score of 785, outstanding loans totaling $68642, 3 missed payments in the last year, employment status: Employed, Living with roommates, and 0 recent credit inquiries.",Rejected
"Applicant earns $82683 annually, has a credit score of 827, no outstanding loan, 0 missed payments in the last year, employment status: Employed, Living with roommates, and 2 recent credit inquiries.",Approved
"Applicant earns $99003 annually, has a credit score of 786, no outstanding loan, 2 missed payments in the last year, employment status: Employed, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $110777 annually, has a credit score of 799, no outstanding loan, 1 missed payments in the last year, employment status: Employed, Living with family, and 2 recent credit inquiries.",Approved
"Applicant earns $82645 annually, has a credit score of 670, no outstanding loan, 4 missed payments in the last year, employment status: Unemployed, Living with family, and 2 recent credit inquiries.",Rejected
"Applicant earns $59365 annually, has a credit score of 553, outstanding loans totaling $19721, 0 missed payments in the last year, employment status: Employed, Rents apartment, and 1 recent credit inquiries.",Rejected
"Applicant earns $107065 annually, has a credit score of 793, outstanding loans totaling $56654, 0 missed payments in the last year, employment status: Employed, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $148277 annually, has a credit score of 795, no outstanding loan, 1 missed payments in the last year, employment status: Freelancer, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $64573 annually, has a credit score of 740, outstanding loans totaling $24848, 0 missed payments in the last year, employment status: Self-employed, Rents apartment, and 1 recent credit inquiries.",Approved
"Applicant earns $116575 annually, has a credit score of 666, no outstanding loan, 2 missed payments in the last year, employment status: Recently changed jobs, Living with family, and 3 recent credit inquiries.",Rejected
"Applicant earns $145305 annually, has a credit score of 762, no outstanding loan, 0 missed payments in the last year, employment status: Employed, Living with roommates, and 2 recent credit inquiries.",Approved
"Applicant earns $43652 annually, has a credit score of 784, no outstanding loan, 1 missed payments in the last year, employment status: Self-employed, Living with family, and 1 recent credit inquiries.",Approved
"Applicant earns $85890 annually, has a credit score of 713, outstanding loans totaling $54010, 1 missed payments in the last year, employment status: Self-employed, Rents apartment, and 1 recent credit inquiries.",Approved
"Applicant earns $49668 annually, has a credit score of 796, outstanding loans totaling $49306, 6 missed payments in the last year, employment status: Freelancer, Living with family, and 1 recent credit inquiries.",Rejected
"Applicant earns $57731 annually, has a credit score of 556, no outstanding loan, 9 missed payments in the last year, employment status: Recently changed jobs, Living with roommates, and 5 recent credit inquiries.",Rejected
"Applicant earns $99078 annually, has a credit score of 602, no outstanding loan, 5 missed payments in the last year, employment status: Unemployed, Living with family, and 5 recent credit inquiries.",Rejected
"Applicant earns $94404 annually, has a credit score of 568, outstanding loans totaling $55542, 4 missed payments in the last year, employment status: Employed, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $128289 annually, has a credit score of 780, no outstanding loan, 8 missed payments in the last year, employment status: Freelancer, Rents apartment, and 0 recent credit inquiries.",Rejected
"Applicant earns $61151 annually, has a credit score of 706, no outstanding loan, 0 missed payments in the last year, employment status: Self-employed, Owns home, and 2 recent credit inquiries.",Approved
"Applicant earns $56679 annually, has a credit score of 837, no outstanding loan, 10 missed payments in the last year, employment status: Freelancer, Living with roommates, and 0 recent credit inquiries.",Rejected
"Applicant earns $139244 annually, has a credit score of 790, outstanding loans totaling $21162, 2 missed payments in the last year, employment status: Self-employed, Rents apartment, and 2 recent credit inquiries.",Approved
"Applicant earns $144191 annually, has a credit score of 675, outstanding loans totaling $55844, 7 missed payments in the last year, employment status: Recently changed jobs, Rents apartment, and 3 recent credit inquiries.",Rejected
"Applicant earns $85059 annually, has a credit score of 836, no outstanding loan, 3 missed payments in the last year, employment status: Recently changed jobs, Living with roommates, and 0 recent credit inquiries.",Rejected
"Applicant earns $79124 annually, has a credit score of 767, outstanding loans totaling $20040, 0 missed payments in the last year, employment status: Employed, Living with roommates, and 2 recent credit inquiries.",Approved
"Applicant earns $58013 annually, has a credit score of 707, no outstanding loan, 1 missed payments in the last year, employment status: Employed, Living with family, and 1 recent credit inquiries.",Approved
"Applicant earns $147280 annually, has a credit score of 744, no outstanding loan, 0 missed payments in the last year, employment status: Freelancer, Living with family, and 1 recent credit inquiries.",Approved
"Applicant earns $124895 annually, has a credit score of 768, outstanding loans totaling $9165, 1 missed payments in the last year, employment status: Employed, Rents apartment, and 2 recent credit inquiries.",Approved
"Applicant earns $44264 annually, has a credit score of 670, no outstanding loan, 7 missed payments in the last year, employment status: Recently changed jobs, Rents apartment, and 2 recent credit inquiries.",Rejected
"Applicant earns $128491 annually, has a credit score of 767, no outstanding loan, 1 missed payments in the last year, employment status: Unemployed, Owns home, and 1 recent credit inquiries.",Rejected
"Applicant earns $112845 annually, has a credit score of 771, outstanding loans totaling $24022, 2 missed payments in the last year, employment status: Freelancer, Rents apartment, and 1 recent credit inquiries.",Approved
"Applicant earns $143501 annually, has a credit score of 822, outstanding loans totaling $23188, 0 missed payments in the last year, employment status: Self-employed, Owns home, and 2 recent credit inquiries.",Approved
"Applicant earns $82298 annually, has a credit score of 850, outstanding loans totaling $29243, 0 missed payments in the last year, employment status: Recently changed jobs, Living with family, and 5 recent credit inquiries.",Rejected
"Applicant earns $30056 annually, has a credit score of 789, no outstanding loan, 0 missed payments in the last year, employment status: Freelancer, Living with family, and 1 recent credit inquiries.",Approved
"Applicant earns $37987 annually, has a credit score of 830, no outstanding loan, 1 missed payments in the last year, employment status: Freelancer, Living with roommates, and 2 recent credit inquiries.",Approved
"Applicant earns $65809 annually, has a credit score of 656, no outstanding loan, 10 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 4 recent credit inquiries.",Rejected
"Applicant earns $55080 annually, has a credit score of 783, no outstanding loan, 3 missed payments in the last year, employment status: Freelancer, Rents apartment, and 0 recent credit inquiries.",Rejected
"Applicant earns $64379 annually, has a credit score of 658, outstanding loans totaling $9743, 6 missed payments in the last year, employment status: Employed, Living with roommates, and 4 recent credit inquiries.",Rejected
"Applicant earns $46132 annually, has a credit score of 608, outstanding loans totaling $17417, 1 missed payments in the last year, employment status: Self-employed, Living with roommates, and 4 recent credit inquiries.",Rejected
"Applicant earns $43407 annually, has a credit score of 702, no outstanding loan, 0 missed payments in the last year, employment status: Employed, Rents apartment, and 1 recent credit inquiries.",Approved
"Applicant earns $66088 annually, has a credit score of 829, no outstanding loan, 3 missed payments in the last year, employment status: Freelancer, Living with roommates, and 3 recent credit inquiries.",Rejected
"Applicant earns $97116 annually, has a credit score of 579, no outstanding loan, 8 missed payments in the last year, employment status: Recently changed jobs, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $86543 annually, has a credit score of 639, no outstanding loan, 4 missed payments in the last year, employment status: Employed, Rents apartment, and 5 recent credit inquiries.",Rejected
"Applicant earns $73847 annually, has a credit score of 771, outstanding loans totaling $57056, 3 missed payments in the last year, employment status: Self-employed, Living with roommates, and 5 recent credit inquiries.",Rejected
"Applicant earns $58559 annually, has a credit score of 569, outstanding loans totaling $63008, 0 missed payments in the last year, employment status: Self-employed, Rents apartment, and 4 recent credit inquiries.",Rejected
"Applicant earns $90527 annually, has a credit score of 638, no outstanding loan, 3 missed payments in the last year, employment status: Recently changed jobs, Living with roommates, and 5 recent credit inquiries.",Rejected
"Applicant earns $95341 annually, has a credit score of 804, no outstanding loan, 7 missed payments in the last year, employment status: Unemployed, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $146340 annually, has a credit score of 789, no outstanding loan, 0 missed payments in the last year, employment status: Employed, Living with roommates, and 2 recent credit inquiries.",Approved
"Applicant earns $83152 annually, has a credit score of 764, outstanding loans totaling $33630, 1 missed payments in the last year, employment status: Freelancer, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $65925 annually, has a credit score of 719, outstanding loans totaling $24261, 1 missed payments in the last year, employment status: Freelancer, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $134322 annually, has a credit score of 721, no outstanding loan, 8 missed payments in the last year, employment status: Freelancer, Rents apartment, and 2 recent credit inquiries.",Rejected
"Applicant earns $46549 annually, has a credit score of 725, no outstanding loan, 8 missed payments in the last year, employment status: Freelancer, Living with roommates, and 4 recent credit inquiries.",Rejected
"Applicant earns $93223 annually, has a credit score of 533, no outstanding loan, 5 missed payments in the last year, employment status: Freelancer, Living with roommates, and 4 recent credit inquiries.",Rejected
"Applicant earns $105743 annually, has a credit score of 702, outstanding loans totaling $34151, 1 missed payments in the last year, employment status: Self-employed, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $79689 annually, has a credit score of 741, no outstanding loan, 1 missed payments in the last year, employment status: Self-employed, Rents apartment, and 0 recent credit inquiries.",Approved
"Applicant earns $90285 annually, has a credit score of 776, no outstanding loan, 0 missed payments in the last year, employment status: Employed, Living with roommates, and 1 recent credit inquiries.",Approved
"Applicant earns $50347 annually, has a credit score of 793, outstanding loans totaling $25023, 9 missed payments in the last year, employment status: Employed, Owns home, and 1 recent credit inquiries.",Rejected
"Applicant earns $61190 annually, has a credit score of 795, no outstanding loan, 0 missed payments in the last year, employment status: Self-employed, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $62676 annually, has a credit score of 773, no outstanding loan, 2 missed payments in the last year, employment status: Self-employed, Owns home, and 1 recent credit inquiries.",Approved
"Applicant earns $55478 annually, has a credit score of 757, outstanding loans totaling $66269, 1 missed payments in the last year, employment status: Freelancer, Living with roommates, and 2 recent credit inquiries.",Rejected
"Applicant earns $68426 annually, has a credit score of 725, outstanding loans totaling $20443, 0 missed payments in the last year, employment status: Self-employed, Owns home, and 2 recent credit inquiries.",Approved
"Applicant earns $48677 annually, has a credit score of 752, no outstanding loan, 0 missed payments in the last year, employment status: Freelancer, Owns home, and 2 recent credit inquiries.",Approved
"Applicant earns $83207 annually, has a credit score of 568, outstanding loans totaling $6254, 5 missed payments in the last year, employment status: Unemployed, Rents apartment, and 1 recent credit inquiries.",Rejected
"Applicant earns $47005 annually, has a credit score of 569, no outstanding loan, 3 missed payments in the last year, employment status: Unemployed, Living with family, and 3 recent credit inquiries.",Rejected
"Applicant earns $81912 annually, has a credit score of 565, outstanding loans totaling $56919, 5 missed payments in the last year, employment status: Unemployed, Rents apartment, and 5 recent credit inquiries.",Rejected
"Applicant earns $93396 annually, has a credit score of 750, outstanding loans totaling $37283, 2 missed payments in the last year, employment status: Freelancer, Living with roommates, and 0 recent credit inquiries.",Approved
"Applicant earns $111838 annually, has a credit score of 833, no outstanding loan, 2 missed payments in the last year, employment status: Self-employed, Rents apartment, and 0 recent credit inquiries.",Approved
"Applicant earns $63987 annually, has a credit score of 709, no outstanding loan, 0 missed payments in the last year, employment status: Self-employed, Living with roommates, and 0 recent credit inquiries.",Approved
"Applicant earns $107663 annually, has a credit score of 679, outstanding loans totaling $12552, 5 missed payments in the last year, employment status: Freelancer, Owns home, and 4 recent credit inquiries.",Rejected
"Applicant earns $88161 annually, has a credit score of 802, no outstanding loan, 3 missed payments in the last year, employment status: Employed, Living with family, and 4 recent credit inquiries.",Rejected
"Applicant earns $93375 annually, has a credit score of 686, outstanding loans totaling $42900, 2 missed payments in the last year, employment status: Recently changed jobs, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $86467 annually, has a credit score of 772, no outstanding loan, 1 missed payments in the last year, employment status: Freelancer, Living with family, and 2 recent credit inquiries.",Approved
"Applicant earns $106325 annually, has a credit score of 794, no outstanding loan, 1 missed payments in the last year, employment status: Unemployed, Living with roommates, and 4 recent credit inquiries.",Rejected
"Applicant earns $51254 annually, has a credit score of 790, no outstanding loan, 7 missed payments in the last year, employment status: Employed, Living with family, and 5 recent credit inquiries.",Rejected
"Applicant earns $134977 annually, has a credit score of 575, no outstanding loan, 9 missed payments in the last year, employment status: Unemployed, Rents apartment, and 4 recent credit inquiries.",Rejected
"Applicant earns $33010 annually, has a credit score of 704, outstanding loans totaling $61119, 3 missed payments in the last year, employment status: Recently changed jobs, Living with family, and 5 recent credit inquiries.",Rejected
"Applicant earns $78736 annually, has a credit score of 817, no outstanding loan, 1 missed payments in the last year, employment status: Freelancer, Living with family, and 2 recent credit inquiries.",Approved
